Date,Open,High,Low,Close,Volume
2020-04-23,442.8046029436081,453.93391649352765,432.1725508137539,452.252685546875,40901222
2020-04-24,441.8574108639782,453.88655236824343,438.54229631301587,444.2490234375,33284568
2020-04-27,447.61152351828474,453.4129741043949,438.684376089416,440.2945861816406,27421072
2020-04-28,446.9721724701217,446.9721724701217,436.6479639199274,441.0997009277344,29441436
2020-04-29,442.8046388968671,470.1306635703209,442.378398270485,462.74267578125,55877778
2020-04-30,474.2508593129951,482.5859934672033,469.84646941798604,474.4402770996094,43793134
2020-05-04,453.4603310664581,454.64430059926866,434.51681854148853,437.1215515136719,26722324
2020-05-05,444.22536178957523,447.06688862405014,430.04140122638694,431.651611328125,29672858
2020-05-06,435.2272336099908,449.908456941775,428.90484738253866,448.20355224609375,33785846
2020-05-07,445.4093366633235,446.7353767542662,436.34011851196357,438.0687255859375,21831730
2020-05-08,446.119723379116,447.04322540288103,438.1634538388063,439.98675537109375,20807484
2020-05-11,443.75176755695486,451.8027601380309,432.8592481825579,433.7117004394531,28550784
2020-05-12,426.7026062225327,430.6807552900282,412.54231949267944,426.96307373046875,49568418
2020-05-13,450.3819939418176,454.64428410530485,436.69529507686207,439.32373046875,44346966
2020-05-14,425.28184412084346,431.43848551680225,421.4931417233304,423.24542236328125,39554890
2020-05-15,421.7299241312722,422.62975248836386,414.3893134361181,420.61700439453125,24349628
2020-05-18,420.5459875978959,420.5459875978959,393.6935522032802,396.2272644042969,46649964
2020-05-19,407.68803988874686,410.7426869335507,391.2308640881771,393.3857116699219,47460692
2020-05-20,396.13253822530055,409.1798768985452,394.11978998824173,405.912109375,40014306
2020-05-21,407.9722160774846,418.6516151860271,403.6388761454271,407.0723876953125,48478908
2020-05-22,402.54965032024086,412.16347736443464,394.52233092393,397.2691345214844,42047432
2020-05-26,405.8647410781913,412.8501610675768,401.9576417620944,403.6862487792969,38005152
2020-05-27,407.2381456061135,430.8701586021425,405.93577920464736,427.9576110839844,56025754
2020-05-28,435.7007823864388,449.9084165946922,432.83558193554217,447.65887451171875,75488806
2020-05-29,447.0669218258737,452.2763880759633,437.334697476126,450.68988037109375,53025166
2020-06-01,461.7481162931512,471.21987252480557,457.53317320786255,467.739013671875,39190230
2020-06-02,467.28913149608485,475.9557832609285,461.84287128961654,474.0614318847656,41623594
2020-06-03,483.0595799849826,495.49126035224316,480.9047611690921,484.1251525878906,50546088
2020-06-04,486.87203256325654,492.03409409410506,469.37292609145413,474.3929748535156,54275882
2020-06-05,475.0559265765521,493.667950866198,474.91385601288056,489.3819580078125,35195984
2020-06-08,502.0030693611453,505.15243980188677,476.6187747745198,481.11785888671875,49812664
2020-06-09,483.05960098845674,486.25631893617447,463.9029669132541,467.5732727050781,61844146
2020-06-10,468.85196243554805,473.51679110565817,463.26363169469056,469.72808837890625,36497730
2020-06-11,466.4839840683493,468.0941941542392,457.0122280466569,458.7171325683594,30897714
2020-06-12,439.48946475133556,467.26539992093586,439.48946475133556,465.41839599609375,42644876
2020-06-15,458.43300217923496,461.27452905224675,446.5933068750192,449.8373718261719,32009936
2020-06-16,461.748117949204,470.72261279198466,450.85559824373564,469.0413818359375,45399970
2020-06-17,468.3783145969791,473.06684518295236,460.9193070591607,463.7608337402344,36957838
2020-06-18,464.11607935701215,485.3801847591436,460.3273766683835,483.0359191894531,40870126
2020-06-19,482.088722986111,493.9520919935411,479.34191943493755,489.3819580078125,47877752
2020-06-22,492.2708271479766,495.34914792027973,484.85919524719657,487.2034606933594,29694474
2020-06-23,492.0577729670311,494.8993000486501,481.42572002220487,493.6206359863281,28830512
2020-06-24,496.5568363808547,500.81912682189204,487.81916410113365,488.97943115234375,39429246
2020-06-25,483.95939574936546,496.79361386861143,476.90292580142204,487.2034606933594,70646790
2020-06-26,493.00495962302807,503.42389248729955,486.84831747595854,500.3218688964844,39969138
2020-06-29,491.11053046272707,512.7061217829751,491.11053046272707,509.6041564941406,46005956
2020-06-30,508.63331181340817,510.78815948972283,500.25083063697764,504.7735595703125,35746130
2020-07-01,504.77360897345386,519.0522945133749,502.6188188972583,513.6533813476562,34846718
2020-07-02,516.3528763862364,526.2745191114437,513.9375320069659,515.9266357421875,36954496
2020-07-03,517.6314592299118,518.9575281785096,506.738939959749,508.6095886230469,27597254
2020-07-06,524.7115459040901,530.3709544341806,520.9465462623243,522.3673095703125,35558216
2020-07-07,525.3983684647952,526.4875858251261,517.65521873679,523.3856201171875,24349850
2020-07-08,524.2616371373442,532.7388693903838,523.3144616411611,525.84814453125,30056350
2020-07-09,529.471221809998,535.0121765882539,524.3801523695173,532.7626342773438,20114484
2020-07-10,529.4237627937017,530.4182855168448,520.7334390530152,523.36181640625,17562978
2020-07-13,525.6350899595362,527.103200519176,507.3546131659067,511.59320068359375,29922114
2020-07-14,503.2344199505109,506.21804642380647,497.26722481493465,501.4584655761719,26612674
2020-07-15,506.8336709933505,511.0012670090253,497.3145672016317,498.759033203125,20974394
2020-07-16,498.99575076796,504.6077541154426,489.73708701196995,503.210693359375,23662456
2020-07-17,501.553210316007,522.8409599731156,501.1980194464601,520.2125244140625,28405738
2020-07-20,537.522228097427,545.9994624639867,532.3838113117391,536.5987548828125,65124096
2020-07-21,545.5968039227769,548.3909254676531,537.0485217007565,539.203369140625,47512422
2020-07-22,539.1797013815561,542.0212281345551,529.2580602600719,533.4255981445312,24718012
2020-07-23,532.7863031475329,541.7371246026141,528.6424096786076,535.3436889648438,20149122
2020-07-24,531.7917833346723,531.7917833346723,521.5385953018364,529.9921264648438,19598440
2020-07-27,520.8755374093087,522.3673505619645,509.27263615022605,511.238037109375,37970094
2020-07-28,511.001308830975,518.2945735498025,501.766345418367,514.624267578125,35596450
2020-07-29,511.9484313689292,515.5003400046988,499.89564452262283,504.18157958984375,33592086
2020-07-30,508.6333376902901,513.2034718863025,495.7043665966615,497.5750732421875,26956266
2020-07-31,500.9138114020133,500.9138114020133,483.08324741798464,489.12152099609375,37726696
2020-08-03,485.87737777143593,486.3509655689854,470.27268296658633,474.53497314453125,31783542
2020-08-04,477.3765030855376,502.50035903602105,475.0085640821371,493.312744140625,60306168
2020-08-05,496.2963382556168,500.0140489319608,483.0595816667043,486.63519287109375,33221360
2020-08-06,491.11057166842573,499.63515246884197,486.0195025792882,492.8628234863281,33646888
2020-08-07,490.0923543054588,495.94115244366236,483.34372772806677,494.3546447753906,24836784
2020-08-10,494.4257025592764,503.89745931328554,494.3310081161424,497.5750732421875,22172854
2020-08-11,496.55683522207664,507.2125612998036,496.55683522207664,505.1524658203125,20136148
2020-08-12,504.37102786604737,504.84461568563995,496.32003493297435,503.7553405761719,20666432
2020-08-13,505.768046615024,507.3782566295072,500.3454896574793,501.55316162109375,19892740
2020-08-14,504.7972645640739,504.7972645640739,486.51678643130293,489.90289306640625,20924512
2020-08-17,495.84640416496455,495.84640416496455,483.15425748033374,489.0977783203125,19561012
2020-08-18,486.84823777378875,502.78447813082306,484.00671109417516,500.3454895019531,24040824
2020-08-19,504.3710247176938,506.6442693619533,500.2271313221259,505.1287536621094,17715624
2020-08-20,499.6114566677705,506.24168626831124,498.2143956977765,501.5295104980469,19216734
2020-08-21,504.56048129086855,515.6424479794565,504.1815879057319,514.150634765625,28924302
2020-08-24,514.3163762281067,531.8154231788657,514.1506320521144,529.0213012695312,36779740
2020-08-25,529.9447567762272,533.7334592375407,523.8828097137209,530.2762451171875,27601738
2020-08-26,530.8919371815633,535.983006159888,525.445677344286,529.6842651367188,25190062
2020-08-27,533.1651279730452,535.1068262437444,523.9064640600558,526.6769409179688,20645996
2020-08-28,526.6059875241332,532.7863321009106,518.5786965782196,527.8136596679688,38696610
2020-08-31,534.917488792034,544.0577576301962,521.2781352761166,528.4530029296875,38501166
2020-09-01,534.2070376515376,541.5949957589843,524.7352816648081,533.8755493164062,28877884
2020-09-02,532.3600482680174,539.4165182338052,530.7498381439231,537.11962890625,19761682
2020-09-03,538.5877152462028,542.7079059029746,534.2070281800104,535.5804443359375,19833362
2020-09-04,525.6825238464066,532.975788442155,523.0304433964122,530.0869140625,23661370
2020-09-07,528.6660828453123,530.1815406768401,520.4729908029005,525.9192504882812,17615466
2020-09-08,527.5768577194156,529.8501024928822,522.3673914403189,526.8427734375,14624918
2020-09-09,521.4202077633379,525.6824982900137,516.8027263594391,519.2890625,15728872
2020-09-10,522.3673980437857,523.2435240032332,513.3692289025056,516.4712524414062,15188088
2020-09-11,519.2653076868147,523.2434566732622,507.21252159133104,510.8354797363281,20794730
2020-09-14,515.2635641186764,518.1050911266838,498.38014625056275,501.0322265625,21650590
2020-09-15,505.79173858229217,509.65149047168995,501.1032080950302,506.9757080078125,16505110
2020-09-16,506.83366198587436,519.0522508698061,505.9575360808241,517.9393310546875,18710112
2020-09-17,513.3691952247481,518.1050734094782,510.52766831390994,513.1797485351562,18318686
2020-09-18,517.1578374955925,517.2525319238449,495.94108257649907,500.724365234375,23481778
2020-09-21,499.63509610317334,507.3782445611491,493.241661224128,496.9356689453125,19842878
2020-09-22,499.185268712797,501.1269672278319,487.5586645161511,490.35284423828125,18620678
2020-09-23,495.37285897588924,499.63514934948677,489.8555493189743,495.96484375,16079828
2020-09-24,491.5841496133709,495.84643992793775,485.42750804788557,487.9848937988281,19809510
2020-09-25,497.26721664954874,498.19068978463525,485.7353646637358,494.4256896972656,20321544
2020-09-28,496.76985932038747,501.5294394480504,493.7862911094248,499.2561950683594,16152422
2020-09-29,501.05584594475675,506.6915518044461,497.74073165211655,503.210693359375,12644446
2020-09-30,502.0030764299831,514.7426000261162,498.2143739663606,510.8117980957031,18813842
2020-10-01,516.2580334501458,525.6824419445059,516.2580334501458,524.2379760742188,21203080
2020-10-05,526.6296948488595,536.1014519504577,526.1561069937795,527.7426147460938,16940126
2020-10-06,537.5459127845144,543.6788523235131,533.3546140591651,541.8318481445312,19371990
2020-10-07,542.210692302306,551.6587459363651,538.7534781835764,550.4274291992188,21248778
2020-10-08,558.83369800105,569.7262192332739,550.9484482424753,564.4220581054688,35060674
2020-10-09,568.7789089068822,585.8280685410601,564.3508748418734,584.1942138671875,44972388
2020-10-12,583.247069481048,588.5512296372209,570.9574315684628,574.7698364257812,19220546
2020-10-13,574.6514615247294,578.9373965283816,565.9374342386844,567.5712890625,18353952
2020-10-14,566.1980055233097,575.0777781551355,556.7025455312693,573.751708984375,22582918
2020-10-15,575.0303662916343,576.3564354466505,551.2562784387027,553.7426147460938,28246896
2020-10-16,558.8335854942584,569.9628984257118,555.5184710040381,567.9974975585938,25822848
2020-10-19,584.8809468387893,584.8809468387893,564.8008120814739,569.9866333007812,42359556
2020-10-20,571.8572699084973,581.281678713912,571.0995409888332,579.6477661132812,27411978
2020-10-21,582.7971833858658,592.4583868682222,578.5822400545762,590.4219360351562,35640752
2020-10-22,587.2251793734391,591.9847599679864,579.1978891526778,584.0758666992188,21913060
2020-10-23,588.9064295975948,591.250666084375,583.0812765302468,585.2598266601562,15866230
2020-10-26,582.4182890828363,588.1960370144519,570.4838420510097,573.4674682617188,19571976
2020-10-27,580.6186174306827,585.3544952237552,567.2871098809821,583.9810791015625,24317780
2020-10-28,581.5658339559128,583.4601852065834,569.0157569202192,572.851806640625,16571186
2020-10-29,568.5894962307826,570.4127976829093,558.1232175029422,562.243408203125,23060024
2020-10-30,560.0413047538221,567.973900810896,557.1050255565358,560.514892578125,11522716
2020-11-02,565.6295910686702,580.1450690524712,557.6496480075795,575.527587890625,21926080
2020-11-03,580.8317775553417,592.3399850790447,580.3818922361537,591.013916015625,28164230
2020-11-04,592.9319331329635,598.9938801743824,582.5130014005952,595.4893188476562,23404822
2020-11-05,599.562178822435,604.2980570121856,593.0976935312227,601.07763671875,21433928
2020-11-06,599.680503437227,620.3999680179802,599.3253126158427,619.2870483398438,35705724
2020-11-09,622.8626667877825,637.4254919967238,622.8626667877825,634.8681640625,26288440
2020-11-10,642.6586211997935,660.6549569445187,640.0775909081772,660.015625,41517356
2020-11-11,662.9756001906362,670.0320702645637,649.0521067328153,658.2633666992188,36116194
2020-11-12,652.3198464713761,657.6003619970146,644.0794071994167,649.620361328125,27053948
2020-11-13,648.2470477549742,648.2470477549742,637.9228098899588,643.5111694335938,22472480
2020-11-14,647.7735081094111,651.1596151122721,646.5421334054408,648.6732788085938,1835066
2020-11-17,656.2980017294028,668.9901201865498,653.8353104626648,667.0247192382812,31059900
2020-11-18,664.4437000382147,672.0211050279592,662.5730513057764,667.1431274414062,18862776
2020-11-19,658.1449889263016,662.7624703017743,647.8681560663222,650.8754272460938,20266882
2020-11-20,650.0702444171992,667.0010066833022,646.4709890361169,664.75146484375,20405362
2020-11-23,670.126779466313,674.2233257581156,651.349010444153,660.465576171875,25246636
2020-11-24,666.8115644097888,684.3343114858984,663.9937403692493,681.1138916015625,40154400
2020-11-25,687.3180076712156,693.5219963829492,661.6021666174429,664.3489990234375,24152602
2020-11-26,670.1267335648304,678.1777261235598,656.8662752328055,675.64404296875,27943126
2020-11-27,678.0830833467495,684.8080074601961,670.3872810499112,682.3690185546875,17994580
2020-12-01,682.3689490895632,686.2287011031041,675.0993881452553,678.7933959960938,17147574
2020-12-02,677.7041407514697,678.0830341152878,660.5602855423987,666.3143310546875,17892150
2020-12-03,676.7569689192239,678.1777323249325,650.7333423290647,652.22509765625,37933222
2020-12-04,654.0247547427127,663.7096021718844,650.3781517907096,656.2032470703125,26912322
2020-12-07,651.1831646691821,653.527400937589,643.1795200285017,649.8807983398438,24316318
2020-12-08,651.1832628950788,657.7187980398132,646.5184343558151,651.7989501953125,19457896
2020-12-09,652.1304106028376,667.7825107573249,651.206937503077,666.4327392578125,22069074
2020-12-10,662.0757587301833,663.9701099711853,651.5384299521099,656.3216552734375,19727966
2020-12-11,658.3107699836195,660.6550065599108,650.2360745568154,654.8772583007812,21356384
2020-12-14,654.9719120410531,657.3398509855255,647.8680952076361,649.83349609375,17222050
2020-12-15,653.9300382066189,660.6312591314887,646.9209158475564,658.9027099609375,21561436
2020-12-16,664.9173774239054,670.9793253567364,660.4182926051539,668.0903930664062,16832092
2020-12-17,671.831637116775,684.3343665170745,665.1540607427205,682.8189086914062,21924478
2020-12-18,679.5985574538313,681.824397200528,666.0066094291611,668.398193359375,22995918
2020-12-21,671.3107140052659,674.3179850066851,647.2524303718895,650.0703125,23761824
2020-12-22,655.8243980885657,655.8243980885657,636.9755808252437,650.2833862304688,22851558
2020-12-23,647.6313366151035,654.0010695985399,644.5767183346328,651.4910888671875,15467394
2020-12-24,658.0028723203482,664.9172423380148,652.130372293053,661.6494750976562,14952188
2020-12-28,665.3908070948613,672.9682113037708,664.9172193318045,669.1084594726562,11699194
2020-12-29,672.9920220532118,679.48015232617,672.4947316976208,675.904541015625,14495346
2020-12-30,681.9191735548343,681.9191735548343,669.1796485141934,678.4146118164062,16216726
2020-12-31,679.5984851060285,683.8607752565193,674.8863096751678,680.2141723632812,22145750
2021-01-01,681.9664057166303,683.3871690618734,672.7787911885241,674.8862915039062,8810938
2021-01-04,681.0193356443933,681.0193356443933,662.549409295206,670.6004028320312,15740192
2021-01-05,672.1157552191057,677.5857172103831,667.2851829805555,675.6676635742188,14386824
2021-01-06,679.5985087322957,681.9664477871121,669.2269241099976,672.7551879882812,22134050
2021-01-07,678.4145520741395,678.4618992939315,668.9664981906012,670.71875,19894842
2021-01-08,678.1777070529124,682.9135848954606,673.9627642108427,678.011962890625,13768764
2021-01-11,686.7022978773078,693.7587675349387,680.2141682562502,687.3889770507812,17331392
2021-01-12,687.8625898545131,704.5565601168332,686.276082257034,701.383544921875,20388156
2021-01-13,707.0192005476937,708.9135516468576,692.4326739597276,696.4818725585938,16934650
2021-01-14,696.7186534504991,704.6985957446808,689.5437872340425,695.58203125,12297166
2021-01-15,695.7479136170566,696.9555857845563,684.3344577523865,694.587646484375,14165236
2021-01-18,696.1267764395999,711.7314726176702,694.7533601436431,702.3781127929688,42825632
2021-01-19,706.4983186612751,715.8990251352752,694.7533178392471,712.2050170898438,17360254
2021-01-20,710.8553078986365,710.8553078986365,703.751490697784,706.593017578125,13346052
2021-01-21,706.5930138834698,707.7059336769149,695.2979561553767,698.4473266601562,26333054
2021-01-22,695.1795566696569,695.1795566696569,682.0374949646825,683.647705078125,15392364
2021-01-25,693.853475383822,701.3835329786784,689.1412998903074,692.7879028320312,20344718
2021-01-27,695.2269379463488,697.073942054867,665.9355420753217,667.5693969726562,23556276
2021-01-28,658.2397444156159,663.6386573049136,635.5548755229009,649.5020141601562,42704446
2021-01-29,658.9264028315245,667.1668424746923,646.2105814067206,658.5238647460938,28704502
2021-02-01,667.8771996524747,702.0939184433921,663.4965124716306,699.3707885742188,26370544
2021-02-02,710.8552586250999,747.5583116187343,709.1503541772746,739.0574340820312,42420206
2021-02-03,747.7951369461741,749.0738008830458,730.2723883286894,745.8060913085938,20237254
2021-02-04,741.6385402984712,752.0574725376579,730.9591116288991,747.842529296875,24484684
2021-02-05,733.1139969095794,766.383543603958,733.1139969095794,756.6039428710938,27054716
2021-02-08,767.2122882010688,772.7295980086683,755.7040807536468,760.2268676757812,17447580
2021-02-09,762.4764740964574,771.0010557944302,751.4418535518959,763.3526000976562,18421366
2021-02-10,761.6950206892861,764.7733417696696,742.112174301666,749.0975952148438,19788006
2021-02-11,749.2159471102909,756.698657949199,740.7860606113193,744.6458129882812,13648618
2021-02-12,745.3799133148704,754.1886355811185,744.9536726964518,749.1922607421875,9910106
2021-02-15,757.7878518274786,769.5801999926454,756.1776416929837,765.60205078125,10355244
2021-02-16,767.7805450141519,777.1576069056083,761.7423003535508,770.3616333007812,13897358
2021-02-17,767.2122372237433,768.0647183895073,749.6894885957936,751.3470458984375,12794426
2021-02-18,760.5582975853896,760.5582975853896,733.1139079415677,736.0975341796875,14720560
2021-02-19,731.6931664576377,740.7860292853279,726.0101127375784,728.8989868164062,17139508
2021-02-22,731.7168916782571,745.3798888586701,729.064753611122,733.1139526367188,29451838
2021-02-23,735.8370774568311,737.7077262268455,721.1085077743629,724.1868286132812,18239906
2021-02-24,722.931841154258,764.3470748323017,718.0775657714667,760.795166015625,14314332
2021-02-25,762.3579308447829,774.9080070475392,758.6876255402033,760.7714233398438,20109570
2021-02-26,751.6075668233725,752.4836927211386,720.3270684390092,726.6731567382812,27912846
2021-03-01,740.6913483244873,744.7405472981088,729.6567290261943,738.2760620117188,13536018
2021-03-02,746.2322673582679,751.8206264779094,734.53467191637,742.6803588867188,16110038
2021-03-03,750.1631645893391,755.8462188665311,741.1649953171185,751.5128784179688,11222410
2021-03-04,733.3744250896104,744.0064482821596,728.8989856058892,735.031982421875,16291438
2021-03-05,725.0629432827818,731.9773138054445,720.3744123616639,724.58935546875,17445822
2021-03-08,730.272425268386,736.4290669859535,716.3015844477521,719.61669921875,15117050
2021-03-09,731.6931703125,741.4964149068451,728.496452578125,739.98095703125,15066696
2021-03-10,744.4800426906737,745.9008061309231,735.0793361565595,736.7842407226562,11055016
2021-03-12,757.7404748656829,757.7404748656829,726.9809705885083,734.9845581054688,15631204
2021-03-15,733.303371388489,733.303371388489,717.6276265503748,723.9500122070312,12230386
2021-03-16,725.0156362632634,729.5147207460253,715.1176388389844,716.1358642578125,13722366
2021-03-17,721.8662033617888,728.8516234041614,705.7405156649922,708.1795043945312,21064428
2021-03-18,715.9463312672258,720.8243085586888,701.4545566632114,706.119384765625,18065540
2021-03-19,703.2779062108723,715.6858838559789,698.0921427541265,709.19775390625,21235020
2021-03-22,707.9664936714229,707.9664936714229,691.6277127277023,695.7716064453125,14015632
2021-03-23,696.1740748748355,713.9099150865279,695.7478342871996,710.4527587890625,19761428
2021-03-24,706.0720757291848,713.4363314696999,696.6476667715011,700.3416748046875,16368900
2021-03-25,705.7405405403921,708.2742816057414,686.8207304085842,693.0247192382812,23964356
2021-03-26,707.5401996278873,709.9081387163341,698.0684432741003,706.2615356445312,12021258
2021-03-30,713.5310236156336,740.0045914608381,711.1157375563087,735.8132934570312,25607644
2021-03-31,733.1139368392285,733.1139368392285,704.698667969491,707.3744506835938,30774506
2021-04-01,710.0975869218903,710.0975869218903,693.8061543963869,704.106689453125,35763762
2021-04-05,700.9098971016974,703.2778359432572,677.7040964544115,686.5128173828125,16006586
2021-04-06,691.4382599253059,692.6932792880586,678.4856438101414,682.0848999023438,15075734
2021-04-07,681.6349234429235,689.8753046696546,673.2287402423026,685.376220703125,25088180
2021-04-08,688.123091309579,691.8644465891563,677.4673655322455,678.556640625,17613592
2021-04-09,675.3361733552125,678.5565933792059,670.1740549980798,673.3234252929688,28157816
2021-04-12,659.7079173316889,662.5494446138067,640.7644021175701,647.4183349609375,22549128
2021-04-13,647.8681060041231,666.0775336661652,644.5529914266166,663.1886596679688,18600682
2021-04-15,665.3909109555909,680.4036222634213,658.7606812378839,677.2779541015625,34444984
2021-04-16,679.5748774288545,684.3344585521887,674.1523195495091,676.59130859375,15606526
2021-04-19,658.2870680749406,671.4054275301584,649.9045868073125,668.8954467773438,24069242
2021-04-20,674.8626116817444,675.5256461606865,655.4218094629292,658.9500732421875,23186270
2021-04-22,653.551168270815,675.7151005800558,649.3125805575211,673.6786499023438,38485312
2021-04-23,667.285193457898,679.4090292715103,663.1175977980581,669.7241821289062,22713528
2021-04-26,669.179600676809,676.7570059215569,664.3253254418922,665.2962036132812,30170952
2021-04-27,666.4564553260143,682.9136319631285,665.2961882990259,681.3507690429688,20592906
